frame_index,timestamp,tracker_frame_present,result_present,reliability_state,overall_quality_score,gate_passed,transition_reason,tracker_update_latency_ms
80,4.0,True,True,STABLE,0.8404489510994368,True,STATE_MAINTAINED,10.447800159454346
81,4.05,True,True,STABLE,0.8369428036305557,True,STATE_MAINTAINED,10.566100012511015
82,4.1,True,True,STABLE,0.8335579632290067,True,STATE_MAINTAINED,10.568000143393874
83,4.15,True,True,STABLE,0.814220918151056,True,STATE_MAINTAINED,10.75019990094006
84,4.2,True,True,STABLE,0.8268729338189587,True,STATE_MAINTAINED,16.2047001067549
85,4.25,True,True,STABLE,0.8222951006997997,True,STATE_MAINTAINED,17.202500021085143
86,4.3,True,True,STABLE,0.7078480517692654,False,STATE_MAINTAINED,105.85759999230504
87,4.35,True,True,STABLE,0.9238140480504666,True,STATE_MAINTAINED,9.530599927529693
88,4.4,True,True,STABLE,0.9205699913573985,True,STATE_MAINTAINED,10.105099994689226
89,4.45,True,True,STABLE,0.9329909779007636,True,STATE_MAINTAINED,11.04829995892942
90,4.5,True,True,STABLE,0.829081595731242,True,STATE_MAINTAINED,82.83489989116788
91,4.55,True,True,STABLE,0.9340879544687781,True,STATE_MAINTAINED,9.96250007301569
92,4.6,True,True,STABLE,0.929600621386805,True,STATE_MAINTAINED,9.674099972471595
93,4.65,True,True,STABLE,0.9257808778571422,True,STATE_MAINTAINED,9.57089988514781
94,4.7,True,True,STABLE,0.9192248620834593,True,STATE_MAINTAINED,10.048699798062444
95,4.75,True,True,STABLE,0.914523871777953,True,STATE_MAINTAINED,9.454799816012383
96,4.8,True,True,STABLE,0.9065011361128923,True,STATE_MAINTAINED,9.99039993621409
97,4.85,True,True,STABLE,0.8998821258160863,True,STATE_MAINTAINED,10.191300185397267
98,4.9,True,True,STABLE,0.8970901384887706,True,STATE_MAINTAINED,9.673799853771925
99,4.95,True,True,STABLE,0.8909157094239214,True,STATE_MAINTAINED,9.611200075596571
100,5.0,True,True,STABLE,0.8884642846647152,True,STATE_MAINTAINED,9.31319990195334
101,5.05,True,True,STABLE,0.8797323351725276,True,STATE_MAINTAINED,9.468199918046594
102,5.1,True,True,STABLE,0.8724156132518913,True,STATE_MAINTAINED,10.356700047850609
103,5.15,True,True,STABLE,0.8669511448496879,True,STATE_MAINTAINED,9.96379996649921
104,5.2,True,True,STABLE,0.8632003346690248,True,STATE_MAINTAINED,9.831000119447708
105,5.25,True,True,STABLE,0.8576267039193212,True,STATE_MAINTAINED,9.359899908304214
106,5.3,True,True,STABLE,0.8524570227240166,True,STATE_MAINTAINED,9.553800104185939
107,5.35,True,True,STABLE,0.845974403890813,True,STATE_MAINTAINED,9.504499845206738
108,5.4,True,True,STABLE,0.8412593628066409,True,STATE_MAINTAINED,9.753799997270107
109,5.45,True,True,STABLE,0.8349744897419474,True,STATE_MAINTAINED,9.843699866905808
110,5.5,True,True,STABLE,0.8367729510481574,True,STATE_MAINTAINED,9.458099957555532
111,5.55,True,True,STABLE,0.7631384988327381,True,STATE_MAINTAINED,15.8504000864923
112,5.6,True,True,STABLE,0.8268047766216721,True,STATE_MAINTAINED,17.09199999459088
113,5.65,True,True,STABLE,0.8231721934241553,True,STATE_MAINTAINED,17.711699940264225
114,5.7,True,True,STABLE,0.724908317391429,True,STATE_MAINTAINED,81.68200007639825
115,5.75,True,True,STABLE,0.9132713603277252,True,STATE_MAINTAINED,7.500899955630302
116,5.8,True,True,STABLE,0.9343141019994868,True,STATE_MAINTAINED,8.675799937918782
117,5.85,True,True,STABLE,0.9331004437417334,True,STATE_MAINTAINED,7.9471999779343605
118,5.9,True,True,STABLE,0.919431551382167,True,STATE_MAINTAINED,7.3541998863220215
119,5.95,True,True,STABLE,0.9087472197862785,True,STATE_MAINTAINED,9.014299837872386
120,6.0,True,True,STABLE,0.8304953123613694,True,STATE_MAINTAINED,74.23290004953742
121,6.05,True,True,STABLE,0.9321793916510239,True,STATE_MAINTAINED,7.949199993163347
122,6.1,True,True,STABLE,0.9280051220039282,True,STATE_MAINTAINED,7.869200082495809
123,6.15,True,True,STABLE,0.9164795939581736,True,STATE_MAINTAINED,9.696000022813678
124,6.2,True,True,STABLE,0.9153450110853606,True,STATE_MAINTAINED,8.066499838605523
125,6.25,True,True,STABLE,0.9107319273369033,True,STATE_MAINTAINED,7.828400004655123
126,6.3,True,True,STABLE,0.9051415940052165,True,STATE_MAINTAINED,7.981200003996491
